server port,client port,Q1_IAT,Med_IAT,Min_IAT,Q3_IAT,Max_IAT,Var_IAT,Mean_IAT,Classes
25,31833,0.000008,0.000533,0.071461,0.07832,0.098944,0.621313,0.017221,MAIL
25,4090,0,0.001325,0.165802,0.395717,0.552511,2.727214,0.377052,MAIL
25,3325,0.000194,0.000726,0.240605,0.333144,0.575815,1.763468,0.155187,MAIL
25,10709,0.000016,0.000242,0.000502,0.054472,0.140557,0.17359,0.004869,MAIL
25,4370,0.000001,0.000088,0.000204,0.028299,0.057034,0.30223,0.002482,MAIL
25,2735,0.000148,0.000611,0.068532,0.361428,0.339216,3.370942,0.623563,MAIL
25,4979,0.000001,0.000204,0.000255,0.020086,0.000655,3.55318,0.037368,MAIL
25,55102,0.00001,0.000177,0.002526,1.036689,0.325172,9.996825,8.432088,MAIL
25,3859,0.000058,0.000366,0.043328,0.139343,0.169391,0.970193,0.050193,MAIL
110,3660,0.000168,0.000577,0.000795,0.008818,0.007315,0.092679,0.000511,MAIL
25,60102,0.000001,0.000317,0.009015,0.07824,0.15352,0.365327,0.009634,MAIL
25,1104,0.000077,0.000376,0.014945,0.08138,0.084281,0.909199,0.039663,MAIL
25,53708,0,0.000117,0.000296,0.108262,0.160021,1.519712,0.099805,MAIL
25,3996,0.000205,0.000384,0.019945,0.063832,0.14323,0.255142,0.006113,MAIL
25,1677,0.000145,0.002383,0.096754,0.185047,0.320377,0.700883,0.043933,MAIL
25,31776,0.000131,0.000366,0.092604,0.069308,0.1007,0.399844,0.007568,MAIL
25,1084,0.000138,0.000307,0.173361,0.27386,0.4118,1.062882,0.132476,MAIL
25,54225,0.000002,0.000141,0.000342,0.047446,0.129758,0.163395,0.005156,MAIL
25,51609,0.000001,0.000003,0.000218,0.007837,0.001059,0.161037,0.000468,MAIL
25,51637,0.000001,0.000076,0.000147,0.044225,0.00023,4.116213,0.126131,MAIL
25,53720,0.000117,0.000258,0.015345,0.587321,0.123576,7.901213,4.09999,MAIL
25,33949,0.000059,0.000415,0.049396,0.068765,0.098167,0.451178,0.009826,MAIL
25,1797,0.000001,0.000031,0.000063,0.01228,0.000169,0.280785,0.001452,MAIL
25,61278,0.000007,0.000199,0.000449,0.12891,0.096021,2.982195,0.227808,MAIL
25,1112,0.000115,0.000378,0.046284,0.162404,0.329965,0.546045,0.043152,MAIL
25,55394,0.000001,0.000188,0.000467,0.045678,0.126046,0.164937,0.005449,MAIL
25,41900,0.000009,0.000263,0.003288,0.012445,0.005442,0.099928,0.000762,MAIL
25,62494,0.000106,0.000359,0.005555,0.018919,0.027141,0.095347,0.000691,MAIL
25,4939,0.000117,0.000788,0.088513,0.14799,0.195757,1.170242,0.06646,MAIL
25,34567,0.000079,0.000342,0.087069,0.069299,0.142104,0.155729,0.004828,MAIL
25,49611,0.000063,0.000465,0.020917,0.064872,0.140714,0.227717,0.005802,MAIL
25,4185,0,0.00008,0.000229,0.013803,0.000398,0.222497,0.001325,MAIL
25,2211,0.000076,0.005607,0.042515,0.141853,0.177451,0.970167,0.060162,MAIL
25,2172,0,0.000097,0.000296,0.015115,0.000903,0.276655,0.001646,MAIL
25,1951,0.00006,0.00039,0.019619,0.080522,0.047699,0.633839,0.018276,MAIL
25,4907,0.000001,0.000022,0.000187,0.021392,0.000422,0.283504,0.002717,MAIL
25,4287,0.00011,0.000281,0.010216,0.008589,0.015665,0.019102,0.000057,MAIL
25,4735,0.000001,0.000011,0.000156,0.012599,0.000316,0.183043,0.000895,MAIL
25,47256,0.000116,0.000406,0.015229,0.071465,0.01634,1.255258,0.067304,MAIL
25,1638,0.000001,0.000007,0.000109,0.012729,0.000221,0.233467,0.001024,MAIL
25,4714,0.000118,0.001098,0.0371,0.125778,0.174404,0.960129,0.052624,MAIL
110,3664,0.000001,0.000499,0.000757,0.00626,0.006547,0.052527,0.000164,MAIL
25,2949,0.000001,0.000239,0.000434,0.007709,0.000606,0.173047,0.00073,MAIL
25,59201,0.000075,0.000317,0.011634,0.015019,0.017265,0.129669,0.00068,MAIL
25,1107,0.000045,0.000245,0.00066,0.078217,0.080134,1.067136,0.05033,MAIL
25,29359,0.000028,0.000141,0.000187,0.002517,0.000519,0.057134,0.000046,MAIL
25,4699,0.000003,0.000339,0.000503,0.00461,0.001136,0.399319,0.000717,MAIL
25,16363,0.000003,0.000088,0.000179,0.035146,0.000309,4.132988,0.123962,MAIL
25,2062,0.000141,0.0003,0.009277,0.023402,0.049664,0.080196,0.000688,MAIL
25,51611,0.000077,0.000252,0.046795,0.206692,0.384397,0.960197,0.069394,MAIL
25,2766,0.000112,0.00069,0.08164,0.157113,0.192581,0.96062,0.058971,MAIL
25,1594,0.000001,0.000006,0.000152,0.015322,0.000335,0.770024,0.00424,MAIL
25,2757,0.000001,0.000029,0.000123,0.006261,0.00036,0.171913,0.000308,MAIL
25,47955,0.000001,0.000316,0.001649,0.14388,0.005651,3.437161,0.4519,MAIL
110,1430,0.000118,0.000275,0.016705,0.019562,0.027557,0.117751,0.000822,MAIL
25,2028,0.000077,0.000976,0.126743,0.232753,0.330264,1.306332,0.088305,MAIL
25,57064,0.000117,0.000312,0.017767,0.061899,0.141258,0.142769,0.004707,MAIL
25,3056,0.000032,0.000218,0.006386,0.106012,0.011959,30.009093,2.653321,MAIL
25,3336,0.000091,0.005618,0.094231,0.17902,0.381112,0.462668,0.033732,MAIL
25,1692,0.000233,0.000654,0.724742,0.613847,1.212059,1.649275,0.360006,MAIL
25,28596,0.000001,0.000174,0.004764,0.095494,0.099329,1.614331,0.084782,MAIL
25,4849,0.000041,0.000476,0.008669,0.024921,0.013932,1.845121,0.013871,MAIL
25,1031,0.000001,0.000373,0.039059,0.090377,0.165091,0.427974,0.011679,MAIL
25,2455,0.000002,0.000357,0.000467,0.012076,0.000685,0.620073,0.002247,MAIL
110,3651,0.000001,0.000523,0.002565,0.020684,0.00874,0.161529,0.001639,MAIL
25,55107,0.000002,0.000223,0.000446,0.047461,0.130231,0.162617,0.005149,MAIL
25,64604,0.000001,0.000195,0.004323,0.044153,0.1094,0.155749,0.003108,MAIL
25,2106,0.00025,0.000447,1.880936,1.429937,2.541039,3.129365,1.541139,MAIL
25,13080,0.000001,0.000243,0.00837,0.018116,0.014975,0.136625,0.001054,MAIL
25,52855,0.000078,0.000279,0.053177,0.112166,0.13976,1.236748,0.057377,MAIL
25,57453,0.000001,0.000376,0.00091,0.171361,0.267487,2.030744,0.150246,MAIL
25,4677,0.000003,0.000273,0.023633,0.341866,0.177836,5.79515,1.427938,MAIL
25,4576,0.000001,0.000003,0.000134,0.010959,0.000263,0.240845,0.00099,MAIL
25,39904,0.000057,0.000685,0.066698,0.343436,0.083932,5.286702,1.368052,MAIL
25,50596,0.000001,0.000318,0.012576,0.014886,0.017714,0.093381,0.000443,MAIL
25,3021,0.000134,0.006303,0.223318,0.193006,0.303261,0.475392,0.030835,MAIL
25,55404,0.000001,0.000277,0.000792,0.13425,0.277999,0.857304,0.047888,MAIL
25,4720,0.000001,0.000014,0.000125,0.013077,0.000234,0.199376,0.000947,MAIL
25,32129,0.000094,0.000632,0.092732,1.178586,0.101966,30.010582,33.209802,MAIL
25,45338,0.000107,0.000262,0.005618,0.036192,0.088575,0.183582,0.002361,MAIL
25,4251,0.000029,0.000224,0.006747,0.018246,0.037311,0.088153,0.000523,MAIL
25,3029,0.000001,0.000249,0.000491,0.119185,0.003677,30.145159,2.885576,MAIL
25,3365,0.000202,0.000465,0.095603,0.070484,0.146111,0.160269,0.004947,MAIL
25,53803,0.000003,0.000355,0.004331,0.026633,0.00706,0.508747,0.011606,MAIL
25,55146,0.000095,0.000354,0.01131,0.260443,0.270975,4.333865,0.653542,MAIL
25,3730,0.000163,0.000439,0.012536,0.122981,0.280723,0.335928,0.020918,MAIL
25,54763,0.00018,0.000298,0.731334,2.157711,3.685456,7.000957,7.387764,MAIL
25,4316,0.000003,0.000257,0.001023,0.018704,0.005043,0.217309,0.001586,MAIL
25,3798,0,0.000059,0.000205,0.008544,0.000853,0.237246,0.00066,MAIL
25,54101,0.000013,0.000136,0.002533,0.097447,0.080678,1.811181,0.107462,MAIL
25,55323,0.000001,0.000282,0.000852,0.031747,0.046517,0.235913,0.003425,MAIL
25,2664,0.000134,0.000253,0.172043,0.259422,0.346652,1.040958,0.108939,MAIL
25,4488,0.000001,0.000027,0.000176,0.021318,0.000403,0.303852,0.002673,MAIL
25,3891,0.000018,0.000251,0.000695,0.025229,0.071956,0.073927,0.0011,MAIL
25,62607,0,0.00014,0.000507,0.927882,0.080605,28.761441,25.798556,MAIL
25,1895,0.000057,0.000405,0.019486,0.098896,0.047531,1.451344,0.057831,MAIL
25,48055,0.000089,0.000471,0.092365,0.129363,0.274682,0.292219,0.017572,MAIL
25,3844,0.000205,0.000386,0.063477,0.149746,0.365006,0.516285,0.03038,MAIL
25,10616,0.000001,0.00031,0.003067,0.029133,0.008093,1.559427,0.015791,MAIL
25,2688,0.000001,0.000264,0.004852,0.004892,0.007465,0.014768,0.000021,MAIL
25,3264,0,0.000027,0.000065,0.011727,0.000174,0.324542,0.0015,MAIL
25,2026,0.000171,0.000318,0.00976,0.022183,0.049546,0.050279,0.000559,MAIL
25,2589,0.00022,0.000405,0.153373,0.501963,0.413067,5.694185,1.606682,MAIL
25,4197,0.000166,0.000239,0.007796,0.017778,0.037211,0.078498,0.000458,MAIL
25,4751,0.000001,0.001081,0.20644,0.30544,0.454612,2.260571,0.200472,MAIL
25,4491,0.000001,0.000215,0.026484,0.217342,0.3212,0.950102,0.09214,MAIL
25,1610,0.000001,0.000482,0.024311,0.1454,0.161203,1.067925,0.06603,MAIL
25,1396,0.000037,0.000341,0.008417,0.024294,0.052043,0.086486,0.000748,MAIL
25,55516,0.000013,0.00012,0.000188,0.002999,0.007208,0.008984,0.000016,MAIL
25,3314,0.000001,0.000059,0.000085,0.003446,0.000184,0.160361,0.000184,MAIL
25,4409,0.000135,0.000403,0.047279,0.40138,0.401542,3.308541,0.646251,MAIL
25,1228,0.000001,0.000246,0.010462,0.02004,0.036152,0.090258,0.00055,MAIL
25,58497,0.000001,0.000317,0.000934,0.104807,0.161224,0.861818,0.031891,MAIL
25,3696,0.000099,0.000246,0.01914,0.050163,0.103339,0.124488,0.00285,MAIL
25,40070,0.000052,0.000301,0.000862,0.215237,0.185462,3.260115,0.430304,MAIL
25,2892,0.000002,0.000274,0.045706,0.120897,0.11023,1.644295,0.101068,MAIL
25,44280,0.000001,0.000305,0.002222,0.263106,0.120891,3.916798,0.649305,MAIL
25,55492,0.000001,0.000238,0.000821,0.103774,0.286791,0.307123,0.019659,MAIL
25,59056,0.000001,0.000113,0.000216,0.033681,0.000943,0.597449,0.008274,MAIL
25,1110,0.000001,0.000216,0.000448,0.047542,0.135816,0.137925,0.004219,MAIL
25,4215,0.000058,0.000396,0.012803,0.093735,0.033875,6.346364,0.280012,MAIL
25,3651,0.000057,0.000362,0.005293,0.050767,0.101144,0.160864,0.003182,MAIL
25,3098,0.000167,0.000646,0.830033,0.949761,1.057179,6.565263,1.702771,MAIL
25,3193,0.000001,0.000438,0.052219,0.204061,0.404577,0.621612,0.060148,MAIL
25,2725,0,0.00002,0.00016,0.037111,0.000402,0.503191,0.008772,MAIL
25,3229,0.000221,0.000885,0.499186,0.655122,1.041411,4.955136,0.90188,MAIL
25,9336,0.000087,0.000366,0.00224,0.093351,0.122108,0.95017,0.044027,MAIL
25,31487,0.000001,0.000374,0.065159,0.068339,0.09771,0.403942,0.008544,MAIL
25,1243,0.000119,0.000821,0.037951,0.108662,0.117402,0.950146,0.04459,MAIL
25,3412,0.000106,0.002149,0.048503,0.149818,0.249165,0.950176,0.044408,MAIL
25,1421,0.000057,0.0004,0.019269,0.077746,0.047529,1.176388,0.043909,MAIL
25,53296,0.000001,0.000174,0.000514,0.79265,0.150024,10.504924,5.051652,MAIL
25,1651,0.000231,0.000487,0.096149,0.068158,0.140217,0.152513,0.004597,MAIL
25,55486,0.000001,0.000219,0.000636,0.020639,0.049307,0.103452,0.000954,MAIL
25,54013,0.000068,0.000161,0.000469,0.014038,0.016123,0.083429,0.000564,MAIL
25,10876,0.000019,0.000319,0.002998,0.020084,0.008078,0.308487,0.00202,MAIL
25,4204,0.000139,0.000311,0.076633,0.17697,0.200789,0.96017,0.069601,MAIL
25,2804,0,0.000034,0.000078,0.01064,0.000213,0.255332,0.001083,MAIL
25,3356,0.00013,0.00093,0.785513,0.606506,1.052713,1.350298,0.279132,MAIL
25,34781,0.000072,0.000365,0.026248,0.108506,0.077142,0.960186,0.051404,MAIL
25,1810,0.000015,0.000448,0.010016,0.029642,0.05226,0.164293,0.001492,MAIL
25,3584,0.000192,0.002721,0.008225,1.325914,0.022379,30.10854,39.368894,MAIL
25,1291,0.000119,0.000799,0.243219,0.358545,0.546028,1.51394,0.183532,MAIL
25,5437,0.000076,0.000263,0.001493,0.023355,0.078529,0.079129,0.001222,MAIL
25,3447,0.000145,0.000492,0.014018,0.078532,0.167122,0.269964,0.007761,MAIL
25,1491,0.000003,0.000356,0.000508,0.00512,0.001235,0.531876,0.001113,MAIL
25,4381,0.000001,0.00054,0.032463,0.032472,0.052239,0.119333,0.001158,MAIL
25,3776,0.000002,0.000237,0.00112,0.010614,0.003565,0.696458,0.003245,MAIL
25,4266,0.000139,0.000309,0.064318,0.124685,0.158118,0.960162,0.054921,MAIL
25,1772,0.000001,0.000003,0.000148,0.0111,0.00025,0.243985,0.000996,MAIL
25,4167,0.000028,0.00021,0.000251,0.009694,0.000656,0.276135,0.001016,MAIL
25,4976,0.000001,0.000241,0.001047,0.019726,0.001317,0.293585,0.002625,MAIL
25,55400,0.000001,0.000265,0.001467,0.097714,0.160281,0.820233,0.035296,MAIL
25,62416,0.000093,0.000374,0.043426,0.190507,0.202108,1.182983,0.107479,MAIL
25,1054,0.000014,0.000101,0.000232,0.026536,0.012637,0.322301,0.002759,MAIL
25,1176,0,0.000039,0.000056,0.022985,0.000371,7.932542,0.169601,MAIL
25,47832,0.000049,0.000301,0.000813,0.058133,0.113763,0.205845,0.004534,MAIL
110,3658,0.000001,0.000224,0.000625,0.00998,0.007013,0.101538,0.00053,MAIL
25,2704,0.000002,0.000232,0.002994,0.031735,0.048297,0.906842,0.007821,MAIL
25,3200,0.000001,0.000202,0.000303,0.012473,0.000764,0.486109,0.001913,MAIL
25,55327,0.000001,0.000212,0.000619,0.030023,0.034171,0.373623,0.005972,MAIL
25,3354,0.000074,0.000186,0.003892,0.017064,0.033119,0.07014,0.000467,MAIL
25,47393,0.000014,0.000301,0.004182,0.046303,0.08848,0.354196,0.005739,MAIL
25,4980,0.000001,0.000409,0.000504,0.010389,0.001721,0.283599,0.001031,MAIL
25,53712,0.00016,0.000212,0.076438,0.079208,0.153742,0.167898,0.007519,MAIL
25,4452,0.000001,0.000062,0.000081,0.003364,0.00018,0.160572,0.000165,MAIL
25,11313,0.000001,0.001919,0.030663,0.167105,0.034254,30.05678,2.453447,MAIL
25,3564,0.000191,0.000229,0.003182,0.142044,0.009176,30.136408,3.179652,MAIL
25,42760,0.000057,0.000447,0.007794,0.083091,0.128289,0.493864,0.015437,MAIL
25,55266,0.000068,0.000538,0.311452,1.0146,0.910175,5.261893,2.664151,MAIL
25,4194,0.000001,0.000403,0.013863,0.121006,0.034771,8.417824,0.46357,MAIL
25,3013,0.000001,0.000303,0.005666,0.007763,0.009799,0.048918,0.000134,MAIL
25,1867,0.000218,0.000574,0.036403,0.192462,0.41207,0.562259,0.051926,MAIL
110,3723,0.000131,0.000208,0.016745,0.015179,0.027322,0.043207,0.000235,MAIL
25,55322,0.000001,0.000189,0.00031,0.027965,0.027149,0.321313,0.005104,MAIL
25,1602,0.000001,0.000004,0.000127,0.010913,0.000199,0.188346,0.000871,MAIL
25,3971,0.000012,0.000227,0.00109,0.027302,0.01731,0.836965,0.006067,MAIL
25,1042,0.000001,0.000373,0.000466,0.0096,0.000746,0.237841,0.00091,MAIL
25,46623,0.000001,0.00728,0.084329,0.326669,0.36087,5.231751,0.482811,MAIL
25,55524,0.000003,0.00022,0.010509,0.087978,0.027132,1.922602,0.125519,MAIL
25,1116,0.000001,0.000004,0.000135,0.011297,0.000226,0.218382,0.001005,MAIL
25,2022,0.000001,0.000301,0.000873,0.015633,0.001486,0.410202,0.002576,MAIL
25,3851,0.000142,0.000999,0.062523,0.180297,0.301477,1.1,0.074351,MAIL
25,58388,0.000003,0.000259,0.00921,0.4137,0.08189,10.324707,3.776054,MAIL
25,53918,0.000054,0.00013,0.000268,0.006834,0.00527,0.098726,0.00042,MAIL
25,1855,0.000081,0.000326,0.014327,0.066,0.137561,0.191032,0.005182,MAIL
25,33283,0.000003,0.000323,0.012393,2.896425,0.104834,76.924143,218.883877,MAIL
25,58905,0.000001,0.000356,0.000909,0.206906,0.161276,3.420841,0.45535,MAIL
25,27630,0.000075,0.00022,0.001991,0.013979,0.025694,0.058584,0.000264,MAIL
25,43425,0.000026,0.0003,0.093199,0.472296,0.124147,6.770671,1.508378,MAIL
25,4035,0.000002,0.000259,0.000342,0.014283,0.00227,0.248179,0.001096,MAIL
25,1765,0.000225,0.00091,0.016218,0.107413,0.018228,30.316456,2.55123,MAIL
25,4796,0.000001,0.000041,0.000104,0.018268,0.000306,2.36615,0.021408,MAIL
25,3463,0,0.000037,0.000086,0.013367,0.000891,0.309517,0.001626,MAIL
25,1853,0.000001,0.000038,0.00005,0.02436,0.000074,8.1978,0.185675,MAIL
25,1608,0.00006,0.000399,0.019254,0.043972,0.047433,0.685271,0.008418,MAIL
25,2261,0.000081,0.004713,0.00744,0.05454,0.007508,2.681278,0.059684,MAIL
25,4781,0.000005,0.000099,0.000223,0.025288,0.006887,0.30739,0.002746,MAIL
25,1325,0.000001,0.000159,0.003448,0.01532,0.029492,0.067155,0.000389,MAIL
25,2046,0.000127,0.000315,0.073202,0.153986,0.200308,0.960103,0.060401,MAIL
25,40467,0.000054,0.000192,0.002651,0.071022,0.159459,0.251104,0.008844,MAIL
25,4115,0.000001,0.000139,0.000361,0.087611,0.009066,1.955854,0.053418,MAIL
25,1044,0.00006,0.000398,0.045502,0.051682,0.098952,0.142827,0.002822,MAIL
25,1261,0.000001,0.000398,0.020511,0.176802,0.450855,0.511238,0.049592,MAIL
25,1632,0.000134,0.000293,0.086509,0.151696,0.192462,0.960157,0.058039,MAIL
25,58401,0.000077,0.000435,0.011688,0.081619,0.154275,0.351491,0.008737,MAIL
25,3791,0.000007,0.000161,0.031108,0.338646,0.389123,5.413619,0.966267,MAIL
25,2300,0,0.00144,0.045272,0.241414,0.451537,1.428834,0.113848,MAIL
25,3435,0.000001,0.000366,0.001994,0.144423,0.326656,0.352065,0.027197,MAIL
110,50433,0.000001,0.000123,0.000259,0.036721,0.001581,1.154945,0.0315,MAIL
25,34569,0.000061,0.000343,0.031711,0.066688,0.143477,0.154265,0.004972,MAIL
25,59456,0.000001,0.000266,0.008695,0.016511,0.03453,0.038683,0.000275,MAIL
25,3970,0.000001,0.000252,0.000411,0.08054,0.012002,2.221873,0.059059,MAIL
25,2977,0.000125,0.002512,0.305599,0.289353,0.4566,1.080147,0.077645,MAIL
25,4551,0.000001,0.000203,0.0089,0.024946,0.052363,0.064929,0.000746,MAIL
25,59274,0.000095,0.000296,0.009589,0.014449,0.016323,0.13084,0.000701,MAIL
25,20159,0.000109,0.000406,0.014462,0.035827,0.034526,1.031236,0.007883,MAIL
25,59285,0.000067,0.000334,0.011083,0.032599,0.039191,1.307718,0.010968,MAIL
25,54089,0.000119,0.000206,0.000375,0.115502,0.312645,0.315612,0.022815,MAIL
25,4817,0.000001,0.00008,0.000163,0.021226,0.016573,0.266864,0.001818,MAIL
25,2751,0.000001,0.000036,0.000119,0.005779,0.000226,0.140322,0.000237,MAIL
25,1661,0.000002,0.001002,0.054561,0.229132,0.398597,0.970197,0.077183,MAIL
25,2866,0.000134,0.00059,0.024959,0.20373,0.361523,0.950115,0.072707,MAIL
25,29784,0.000007,0.000153,0.000355,0.978034,0.107911,33.787894,31.639799,MAIL
25,1811,0.000001,0.00077,0.021161,0.026584,0.052085,0.078122,0.000706,MAIL
25,3202,0.000001,0.000215,0.000711,0.023252,0.007271,0.270465,0.002218,MAIL
25,56584,0.000001,0.000289,0.007953,0.039554,0.080527,0.141241,0.002143,MAIL
25,51853,0.000001,0.000284,0.011884,0.235412,0.049699,5.246649,1.09074,MAIL
25,1769,0.000001,0.000003,0.000129,0.013291,0.000214,0.278374,0.001602,MAIL
25,2621,0.000001,0.002272,0.01145,0.029151,0.05223,0.102694,0.000984,MAIL
25,3707,0.000108,0.000498,0.112043,0.169687,0.197943,1.030141,0.064737,MAIL
110,2846,0.000071,0.000175,0.008051,0.019151,0.031654,0.097156,0.000877,MAIL
25,2217,0.000001,0.00061,0.015016,0.02651,0.052136,0.09773,0.000808,MAIL
25,4693,0.000001,0.000346,0.054605,0.228724,0.174366,3.015632,0.372938,MAIL
25,4272,0.000108,0.000854,0.111685,0.244048,0.299984,1.627044,0.11754,MAIL
25,4627,0,0.000003,0.000128,0.0111,0.00021,0.202166,0.000877,MAIL
25,3443,0.000001,0.000249,0.008594,0.193755,0.411117,0.698426,0.065786,MAIL
25,4859,0.000001,0.000072,0.000146,0.049414,0.000408,2.227031,0.045442,MAIL
25,3151,0.000065,0.000368,0.001018,0.101541,0.099084,1.307936,0.07885,MAIL
25,16379,0.000019,0.000254,0.025685,0.094871,0.079598,1.200164,0.069187,MAIL
25,62978,0,0.000173,0.000366,0.079512,0.080599,1.413739,0.067824,MAIL
25,26524,0.000061,0.000328,0.013965,0.037113,0.027854,0.226581,0.004197,MAIL
25,3213,0.000155,0.000244,0.004026,0.016486,0.033059,0.055188,0.000379,MAIL
25,48828,0.000091,0.000217,0.002961,0.063418,0.150829,0.193647,0.005741,MAIL
25,54396,0.000001,0.000141,0.000364,0.050482,0.13723,0.195511,0.005577,MAIL
25,55304,0.000159,0.000403,0.010148,0.111107,0.261463,0.29391,0.016433,MAIL
25,1720,0.000001,0.000003,0.000127,0.011232,0.000223,0.218644,0.000955,MAIL
25,1530,0.000063,0.000359,0.005884,0.033029,0.018383,0.31369,0.004131,MAIL
25,3668,0.000002,0.000229,0.003041,0.177175,0.125046,1.505132,0.134827,MAIL
25,3819,0.000019,0.000365,0.038011,0.041465,0.075777,0.110869,0.001727,MAIL
25,4713,0.000001,0.000325,0.00053,0.005587,0.000817,0.465615,0.001091,MAIL
25,44633,0.000058,0.000362,0.088931,0.095283,0.090022,1.1043,0.052783,MAIL
25,4842,0.000001,0.002561,0.014734,0.14815,0.191843,2.063925,0.13412,MAIL
25,48152,0.000048,0.000276,0.036048,0.15808,0.211276,0.87055,0.053421,MAIL
25,3079,0.000001,0.000927,0.110661,0.274702,0.531158,0.960158,0.096214,MAIL
25,60761,0.000001,0.001459,0.296842,1.748743,0.565931,19.890075,19.175718,MAIL
25,3962,0.000001,0.000392,0.00714,0.023772,0.051963,0.078993,0.000718,MAIL
25,4787,0.000001,0.000421,0.007684,0.024582,0.052115,0.079968,0.000723,MAIL
25,16670,0.000039,0.000184,0.003406,0.078436,0.07956,0.900178,0.039052,MAIL
25,1455,0.000127,0.000854,1.018728,1.448779,1.147874,17.507143,14.611401,MAIL
25,4582,0.000012,0.000512,0.072012,0.13378,0.100881,0.960199,0.06321,MAIL
25,39769,0.000001,0.000257,0.008561,0.053087,0.135952,0.136333,0.004326,MAIL
25,4056,0.000002,0.000343,0.000497,0.012993,0.000886,0.261013,0.001369,MAIL
25,55369,0.000001,0.000176,0.001018,0.075489,0.144705,0.536943,0.017444,MAIL
25,3321,0.000001,0.000003,0.000156,0.034659,0.000297,5.416623,0.172665,MAIL
25,1523,0.000002,0.000265,0.000348,0.013405,0.001449,0.243838,0.001313,MAIL
25,3711,0.00012,0.000263,0.066061,0.145292,0.138928,0.960174,0.067673,MAIL
25,39238,0.000058,0.000173,0.00237,0.073084,0.016436,1.120144,0.068727,MAIL
110,3722,0.000002,0.000186,0.018695,0.019225,0.027881,0.109284,0.000725,MAIL
25,50940,0.000029,0.000363,0.00152,0.201494,0.084181,4.847239,0.830593,MAIL
25,32905,0.000132,0.001824,0.096763,1.233997,0.103446,30.029686,34.510162,MAIL
25,3941,0.000198,0.006795,0.045065,0.371058,0.383215,5.520678,1.184074,MAIL
25,1842,0.000001,0.000003,0.000153,0.03215,0.000193,6.31892,0.18665,MAIL
25,56640,0.000017,0.000224,0.007539,0.015558,0.020157,0.090318,0.000557,MAIL
25,4498,0.000056,0.000272,0.000973,0.020942,0.020865,0.277041,0.001778,MAIL
25,33267,0.000001,0.000359,0.043499,1.362022,0.104776,36.42189,47.217394,MAIL
25,59628,0.000016,0.000151,0.002653,0.112292,0.080765,2.248418,0.165648,MAIL
25,33940,0.000067,0.000308,0.040545,0.066021,0.141162,0.144175,0.004765,MAIL
25,62498,0.000087,0.000475,0.005482,0.017865,0.026985,0.098528,0.000589,MAIL
25,3528,0.000154,0.00027,0.007487,0.056014,0.125861,0.217227,0.004673,MAIL
25,17431,0.000001,0.000125,0.00019,0.065524,0.01184,5.326711,0.236731,MAIL
25,54126,0.000057,0.000188,0.000343,0.213378,0.00093,4.139932,0.854561,MAIL
25,59555,0.000012,0.000518,0.004754,0.010671,0.007503,0.069561,0.000353,MAIL
25,1724,0.000001,0.000004,0.000133,0.011789,0.000204,0.199275,0.001068,MAIL
25,3679,0.00014,0.00035,0.041248,0.114016,0.133751,0.960119,0.054907,MAIL
25,65253,0.000003,0.000085,0.000116,0.008906,0.000377,0.165775,0.000425,MAIL
25,27428,0.000065,0.000223,0.009724,0.018392,0.025682,0.140172,0.00086,MAIL
25,4652,0.000242,0.000732,0.082354,0.199924,0.486236,0.583958,0.056206,MAIL
25,3976,0.000007,0.000361,0.000495,0.004382,0.000747,0.31067,0.000536,MAIL
25,5655,0.000001,0.000298,0.057041,0.298229,0.331642,3.362689,0.514937,MAIL
25,34984,0.000111,0.000522,0.005503,0.198212,0.407274,0.910357,0.069123,MAIL
25,2496,0.000142,0.007834,0.082202,0.19782,0.393299,0.94993,0.058518,MAIL
25,1601,0.000001,0.000004,0.000136,0.010795,0.000213,0.213297,0.000905,MAIL
25,58489,0.000062,0.000446,0.094792,0.058934,0.104248,0.131845,0.003045,MAIL
25,3982,0.000004,0.000242,0.001044,0.023869,0.031908,0.335774,0.002246,MAIL
25,1169,0.000043,0.000297,0.009805,0.023359,0.052267,0.053909,0.000628,MAIL
25,55020,0.000002,0.000111,0.000147,0.013969,0.00026,0.97141,0.00688,MAIL
25,2295,0,0.000071,0.000213,0.018401,0.016306,0.250571,0.001589,MAIL
25,22485,0.000054,0.000256,0.033368,0.087337,0.068035,0.910152,0.039916,MAIL
25,33294,0.000012,0.000355,0.009222,2.437646,0.104581,64.592164,154.301591,MAIL
25,3406,0.000121,0.000173,0.070953,7.670784,0.271777,108.307673,730.248388,MAIL
25,1118,0,0.000003,0.000138,0.0109,0.000191,0.192451,0.000883,MAIL
25,4479,0.000003,0.000056,0.000084,0.004122,0.000203,0.236691,0.0003,MAIL
25,4090,0,0.000241,0.000426,0.016054,0.001748,0.292605,0.001718,MAIL
25,3409,0,0.000282,0.000434,0.017967,0.002595,0.561136,0.003449,MAIL
25,41654,0.00001,0.000167,0.008509,0.021882,0.013077,0.263087,0.00252,MAIL
25,31563,0.00006,0.000336,0.069308,0.070884,0.098295,0.459711,0.010381,MAIL
110,3725,0.000057,0.000198,0.017915,0.016336,0.027309,0.062605,0.000324,MAIL
25,1266,0.000123,0.001047,1.616239,1.583387,2.511363,5.982512,2.938519,MAIL
25,1727,0.000001,0.000004,0.000149,0.011376,0.000235,0.215744,0.000972,MAIL
